物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-05-18 14:40,40.0173836,116.3938028,6,CN-11,S239548576
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园 (Olympic Forest Park),2025-05-18 17:39,40.0225917,116.3919748,10,CN-11,S284084062
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,Gahaihu,2025-05-19,34.241364,102.323019,1,CN-62,S240047581
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-05-19 09:20,39.777136,116.4605969,5,CN-11,S240156543
gragoo,灰雁 (Graylag Goose),Anser anser,乌伦古湖--大红盐池尾 (Ulungur Lake--Greater Saltpond End),2025-05-19 16:25,47.2163076,87.4561548,4,CN-65,S240126892
gragoo,灰雁 (Graylag Goose),Anser anser,"巴彦淖尔市, 内蒙古自治区, CN (40.949, 108.953)",2025-05-19 16:43,40.9491205,108.953448,100,CN-15,S240076523
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-05-20 16:17,33.9145052,102.8158266,0,CN-51,S240533518
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,拉市海--南岸 (Lashihai Lake--South Shore),2025-05-20 16:26,26.8644874,100.1309038,0,CN-53,S240502507
gragoo,灰雁 (Graylag Goose),Anser anser,"锡林郭勒盟, 内蒙古自治区, CN (43.096, 116.05)",2025-05-20 16:50,43.0960023,116.0503458,2,CN-15,S240476871
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,Zoige town,2025-05-20 18:00,33.573469,102.955911,12,CN-51,S240519040
gragoo,灰雁 (Graylag Goose),Anser anser,"锡林郭勒盟, 内蒙古自治区, CN (43.647, 116.502)",2025-05-21 09:19,43.6469046,116.5017357,9,CN-15,S240774220
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"锡林郭勒盟, 内蒙古自治区, CN (43.647, 116.502)",2025-05-21 09:19,43.6469046,116.5017357,4,CN-15,S240774220
gragoo,灰雁 (Graylag Goose),Anser anser,那拉提国家湿地公园 (Narat National Wetland Park),2025-05-21 09:39,43.516717,82.705485,2,CN-65,S240799025
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,天津水上公园 (Tianjin Water Park),2025-05-21 16:40,39.0871487,117.1613854,1,CN-12,S276331081
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-05-21 16:45,40.007867,116.3006421,1,CN-11,S240871534
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-05-21 16:45,40.007867,116.3006421,8,CN-11,S240871534
gragoo,灰雁 (Graylag Goose),Anser anser,莫莫格自然保护区 (Momoge NNR),2025-05-22 06:17,45.9074499,123.6292791,2,CN-22,S241110276
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-05-22 07:51,40.007867,116.3006421,6,CN-11,S241099270
gragoo,灰雁 (Graylag Goose),Anser anser,"Auto selected 39.40621, 117.01518",2025-05-22 10:06,39.406209,117.015176,20,CN-12,S241090235
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"巴音郭楞蒙古自治州, 新疆维吾尔自治区, CN (43.081, 84.816)",2025-05-22 10:24,43.0805633,84.8162767,20,CN-65,S241097012
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-05-22 11:00,33.9145052,102.8158266,40,CN-51,S244522431
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"卡嘎镇, 日喀则市 CN-西藏自治区 29.21262, 87.38245",2025-05-22 13:13,29.212624,87.382449,2,CN-54,S241107659
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,Zoige town,2025-05-22 14:00,33.573469,102.955911,1,CN-51,S241136491
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,扎龙国家级自然保护区 (Zhalong NNR),2025-05-22 16:49,47.2009117,124.23813,2,CN-23,S241211227
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,圆明园,2025-05-22 17:00,40.01,116.3,0,CN-11,S281857849
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,扎龙国家级自然保护区 (Zhalong NNR),2025-05-23 05:21,47.2009117,124.23813,20,CN-23,S241424265
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,京西稻智慧农场 (Jingxi Rice Smart Farm),2025-05-23 06:30,40.0956851,116.1951611,2,CN-11,S242310574
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Lijing Fuyuan 2 Qi, Hengshui CN-Hebei 37.72195, 115.65211",2025-05-23 06:53,37.721955,115.65211,1,CN-13,S241361208
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,酒店,2025-05-23 07:05,33.5740895,102.9626297,1,CN-51,S245372205
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"121 County Road, Guangyuan CN-Sichuan (32.4617,104.8429)",2025-05-23 13:55,32.461669,104.842942,1,CN-51,S241415244
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-05-24 07:32,40.132575,116.2998359,1,CN-11,S241761843
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"29号 科荟路, 北京市, 北京市, CN (40.013, 116.381)",2025-05-24 18:39,40.0125485,116.3813276,2,CN-11,S241823001
gragoo,灰雁 (Graylag Goose),Anser anser,"29号 科荟路, 北京市, 北京市, CN (40.013, 116.381)",2025-05-24 18:39,40.0125485,116.3813276,1,CN-11,S241823001
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"29号 科荟路, 北京市, 北京市, CN (40.013, 116.381)",2025-05-24 18:39,40.0125485,116.3813276,8,CN-11,S241823001
gragoo,灰雁 (Graylag Goose),Anser anser,南堡滩涂 (Nanpu Mudflat),2025-05-25 07:57,39.0680468,118.2131052,5,CN-13,S242308961
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-05-25 10:00,40.0152176,116.3882601,3,CN-11,S242262427
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-05-25 10:00,40.0152176,116.3882601,30,CN-11,S242262427
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-05-25 16:22,40.007867,116.3006421,9,CN-11,S284084054
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"莲花圣地公园 (Lotus Park, Mêdog)",2025-05-25 18:12,29.325747,95.3318857,1,CN-54,S242355051
gragoo,灰雁 (Graylag Goose),Anser anser,泉水沟水库,2025-05-25 20:30,44.50416,84.971,1,CN-65,S253668399
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-05-26 06:00,40.007867,116.3006421,1,CN-11,S257025954
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,纳帕海环线,2025-05-26 10:00,27.86943,99.65963,0,CN-53,S279984418
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-05-26 13:11,39.777136,116.4605969,2,CN-11,S242940247
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-05-26 13:47,33.9145052,102.8158266,50,CN-51,S243017837
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"S209, A Ba Zang Zu Qiang Zu Zi Zhi Zhou, Si Chuan Sheng, CN (33.575, 102.9)",2025-05-26 14:48,33.5751027,102.9001475,3,CN-51,S242824218
gragoo,灰雁 (Graylag Goose),Anser anser,"Horqin Youyi Zhongqi, Hinggan CN-Nei Mongol Zizhiqu (45.2453,122.2193)",2025-05-26 15:20,45.245307,122.219343,2,CN-15,S242828176
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,官庄公园 (Guanzhuang Park),2025-05-26 15:59,39.8799075,116.5084191,1,CN-11,S243062930
gragoo,灰雁 (Graylag Goose),Anser anser,向海国家级自然保护区 (Xianghai NNR),2025-05-26 16:47,45.0228506,122.3481574,2,CN-22,S242845404
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,向海国家级自然保护区 (Xianghai NNR),2025-05-26 16:47,45.0228506,122.3481574,75,CN-22,S242845404
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"Comai, Shannan CN-Xizang Zizhiqu (28.8087,91.6613)",2025-05-26 17:00,28.80866,91.661279,2,CN-54,S243300888
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,Xiaojin ///mystically.unharmed.defect,2025-05-26 17:47,30.927433,102.646203,2,CN-51,S242848704
gragoo,灰雁 (Graylag Goose),Anser anser,向海国家级自然保护区 (Xianghai NNR),2025-05-27 05:51,45.0228506,122.3481574,4,CN-22,S243292160
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,向海国家级自然保护区 (Xianghai NNR),2025-05-27 05:51,45.0228506,122.3481574,1,CN-22,S243292160
gragoo,灰雁 (Graylag Goose),Anser anser,"29号 科荟路, 北京市, 北京市, CN (40.013, 116.381)",2025-05-27 06:49,40.0125485,116.3813276,6,CN-11,S243255361
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,百望山森林公园 (Baiwangshan Forest Park),2025-05-27 06:58,40.0330693,116.2538481,5,CN-11,S243353806
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花湖 (Flower Lake),2025-05-27 09:30,33.9145052,102.8158266,4,CN-51,S243369006
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,北京动物园 (Beijing Zoo),2025-05-27 11:07,39.9408424,116.3336412,2,CN-11,S243760711
gragoo,灰雁 (Graylag Goose),Anser anser,扎龙国家级自然保护区 (Zhalong NNR),2025-05-27 15:42,47.2009117,124.23813,5,CN-23,S243436027
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,扎龙国家级自然保护区 (Zhalong NNR),2025-05-27 15:42,47.2009117,124.23813,40,CN-23,S243436027
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-05-27 15:50,33.9145052,102.8158266,50,CN-51,S243391752
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"甘南藏族自治州, 甘肃省, CN (34.346, 102.256)",2025-05-27 17:32,34.3460149,102.2556962,20,CN-62,S243368347
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,Houtian,2025-05-28,28.4393476,115.8106013,15,CN-36,S276619070
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花湖 (Flower Lake),2025-05-28 14:00,33.9145052,102.8158266,2,CN-51,S306671868
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-05-28 14:00,33.9145052,102.8158266,0,CN-51,S306671868
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-05-28 17:00,40.007867,116.3006421,1,CN-11,S243779033
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-05-28 17:00,40.007867,116.3006421,4,CN-11,S243779033
gragoo,灰雁 (Graylag Goose),Anser anser,库鲁斯台草原 (Kulustay Grassland),2025-05-28 19:55,46.4701551,83.0094055,8,CN-65,S243759647
gragoo,灰雁 (Graylag Goose),Anser anser,"Kenli, Dongying CN-Shandong (37.7670,119.0005)",2025-05-29 06:00,37.767034,119.00051,5,CN-37,S261246080
gragoo,灰雁 (Graylag Goose),Anser anser,东滩湿地公园 (Dongtan Wetland Park),2025-05-29 08:53,31.517616,121.9393413,10,CN-31,S244070925
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,东滩湿地公园 (Dongtan Wetland Park),2025-05-29 08:53,31.517616,121.9393413,10,CN-31,S244070925
gragoo,灰雁 (Graylag Goose),Anser anser,喀拉希力克乡,2025-05-29 09:00,47.76694,87.43557,1,CN-65,S253679545
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"莲花圣地公园 (Lotus Park, Mêdog)",2025-05-30 07:56,29.325747,95.3318857,1,CN-54,S244389602
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,甘子河湿地 (Ganzihe Estuary Wetlands),2025-05-30 09:22,37.0628929,100.4599496,50,CN-63,S245537456
gragoo,灰雁 (Graylag Goose),Anser anser,甘子河湿地 (Ganzihe Estuary Wetlands),2025-05-30 09:22,37.0628929,100.4599496,10,CN-63,S245537456
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-05-30 09:45,40.0173836,116.3938028,1,CN-11,S244747122
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-05-30 09:45,40.0173836,116.3938028,1,CN-11,S244747122
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-05-30 09:45,40.0173836,116.3938028,6,CN-11,S244747122
gragoo,灰雁 (Graylag Goose),Anser anser,辉河湿地 (Huihe Wetlands),2025-05-30 13:15,48.9271604,119.6892634,13,CN-15,S244581144
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,辉河湿地 (Huihe Wetlands),2025-05-30 13:15,48.9271604,119.6892634,7,CN-15,S244581144
gragoo,灰雁 (Graylag Goose),Anser anser,乌伦古湖--东岸 (Ulungur Lake--East),2025-05-30 17:00,47.1988641,87.3611904,0,CN-65,S244502485
gragoo,灰雁 (Graylag Goose),Anser anser,"江湾镇, 上饶市 CN-江西省 29.38325, 117.98325",2025-05-31 06:33,29.383246,117.98325,1,CN-36,S244766511
gragoo,灰雁 (Graylag Goose),Anser anser,"New Barag Zuoqi, Hulun Buir CN-Nei Mongol Zizhiqu (47.7526,119.3123)",2025-05-31 10:00,47.752602,119.312344,2,CN-15,S244789493
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"New Barag Zuoqi, Hulun Buir CN-Nei Mongol Zizhiqu (47.7651,119.3756)",2025-05-31 10:08,47.765143,119.375552,65,CN-15,S244789439
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-05-31 14:00,40.0173836,116.3938028,4,CN-11,S244896703
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-05-31 14:00,40.0173836,116.3938028,1,CN-11,S244896703
gragoo,灰雁 (Graylag Goose),Anser anser,七星湖湿地公园 (Qixing Lakes Wetland Park),2025-05-31 14:00,42.43405,117.247883,4,CN-13,S245346167
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-05-31 14:18,39.777136,116.4605969,0,CN-11,S245348387
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,海珠湖公园 (Haizhu Lake Park),2025-05-31 14:22,23.074086,113.3224565,20,CN-44,S244901726
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花湖 (Flower Lake),2025-05-31 14:32,33.9145052,102.8158266,2,CN-51,S244919531
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-05-31 14:32,33.9145052,102.8158266,50,CN-51,S244919531
gragoo,灰雁 (Graylag Goose),Anser anser,东滩湿地公园 (Dongtan Wetland Park),2025-05-31 14:34,31.517616,121.9393413,9,CN-31,S244833140
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,东滩湿地公园 (Dongtan Wetland Park),2025-05-31 14:34,31.517616,121.9393413,5,CN-31,S244833140
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,七星湖湿地公园 (Qixing Lakes Wetland Park),2025-05-31 15:30,42.43405,117.247883,3,CN-13,S246175783
gragoo,灰雁 (Graylag Goose),Anser anser,沙湖 (Sand Lake),2025-05-31 16:15,38.8161636,106.3558875,1,CN-64,S244897500
gragoo,灰雁 (Graylag Goose),Anser anser,乌伦古湖--大红盐池 (Ulungur Lake--Greater Saltpond),2025-05-31 17:35,47.229273,87.3922484,1,CN-65,S244876873
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"海西蒙古族藏族自治州, 海西蒙古族藏族自治州 CN-青海 (36.6285,99.3176)",2025-05-31 19:45,36.628478,99.317645,10,CN-63,S284668893
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,康巴诺尔国家湿地公园 (Kangba Nur National Wetland Park),2025-06-01 06:30,41.8322256,114.6061274,10,CN-13,S245299355
gragoo,灰雁 (Graylag Goose),Anser anser,"Ulan, Haixi CN-Qinghai 36.88421, 98.51857",2025-06-01 10:42,36.884209,98.518565,8,CN-63,S245270012
gragoo,灰雁 (Graylag Goose),Anser anser,辉河湿地 (Huihe Wetlands),2025-06-01 10:56,48.9271604,119.6892634,25,CN-15,S245274888
gragoo,灰雁 (Graylag Goose),Anser anser,黄河三角洲自然保护区--黄河口管理站 (Yellow River Delta NNR--Estuary Station),2025-06-01 10:59,37.7830957,119.0770984,1,CN-37,S245288759
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河三角洲自然保护区--黄河口管理站 (Yellow River Delta NNR--Estuary Station),2025-06-01 10:59,37.7830957,119.0770984,1,CN-37,S245288759
gragoo,灰雁 (Graylag Goose),Anser anser,克兰河谷 (Kelan River Valley),2025-06-01 11:01,47.5454009,87.9029445,4,CN-65,S245276880
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花湖 (Flower Lake),2025-06-01 12:58,33.9145052,102.8158266,7,CN-51,S246510600
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,达里诺尔湖--东南岸 (Lake Dalnur--SE Shore),2025-06-01 14:00,43.2440009,116.7105781,1,CN-15,S251606368
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-06-01 14:00,33.9145052,102.8158266,10,CN-51,S246275898
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Jiajinshan North Slope, Xiaojin (30.87614, 102.64521)",2025-06-01 14:45,30.876137,102.645209,2,CN-51,S245316921
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-06-01 15:12,38.7358754,117.3537965,1,CN-12,S245329922
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,太阳宫公园 (Taiyanggong Park),2025-06-01 15:50,39.9754402,116.4560439,1,CN-11,S245479242
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"Cona, Shannan CN-Xizang Zizhiqu (27.9873,91.9525)",2025-06-01 18:36,27.987287,91.952521,2,CN-54,S245466947
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,浑尼图诺尔湖 (Hunitu Nuur Lake),2025-06-02 07:15,44.311255,120.102273,2,CN-15,S245837640
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,闽江口 (Minjiang River Estuary),2025-06-02 07:19,26.0316104,119.6326017,1,CN-35,S281448070
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-06-02 08:00,39.777136,116.4605969,10,CN-11,S255786997
gragoo,灰雁 (Graylag Goose),Anser anser,扎龙国家级自然保护区 (Zhalong NNR),2025-06-02 08:25,47.2009117,124.23813,2,CN-23,S245788460
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,扎龙国家级自然保护区 (Zhalong NNR),2025-06-02 08:25,47.2009117,124.23813,4,CN-23,S245788460
gragoo,灰雁 (Graylag Goose),Anser anser,阿鲁科尔沁旗坤都镇毛德乌斯台,2025-06-02 09:00,44.3144237,120.1047768,1,CN-15,S251595129
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花湖 (Flower Lake),2025-06-02 09:40,33.9145052,102.8158266,7,CN-51,S246509159
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-06-02 09:40,33.9145052,102.8158266,20,CN-51,S246509159
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,圆明园--绮春园 (Old Summer Palace--Qichun Yuan),2025-06-03 06:42,40.0024847,116.3103108,1,CN-11,S246152948
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-06-03 08:00,33.9145052,102.8158266,0,CN-51,S246162515
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-06-03 10:34,31.5022878,121.9425813,28,CN-31,S246287684
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,陵水南湾猴岛生态风景区 (Lingshui Nanwan Houdao Scenic Area),2025-06-03 11:13,18.3911127,109.988919,6,CN-46,S246970753
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,阿日宝力格诺尔,2025-06-03 13:30,44.31352,120.21965,1,CN-15,S283072492
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"Zoige, Aba CN-Sichuan (33.5892,102.9142)",2025-06-03 17:00,33.589193,102.914205,2,CN-51,S246202281
gragoo,灰雁 (Graylag Goose),Anser anser,乌伦古湖--东北部 (Ulungur Lake--Northeast),2025-06-03 18:00,47.33997,87.553458,10,CN-65,S255294918
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,Heminghu wetlands,2025-06-04 03:55,47.306346,124.526626,4,CN-23,S246844410
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-06-04 06:15,40.0173836,116.3938028,0,CN-11,S248000102
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-06-04 06:48,40.0180208,116.3833096,2,CN-11,S246501291
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-06-04 06:48,40.0180208,116.3833096,0,CN-11,S246501291
gragoo,灰雁 (Graylag Goose),Anser anser,千泉湖水库 (Qianquan Lake Reservoir),2025-06-04 15:52,44.398145,85.873162,1,CN-65,S246549628
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,扎龙国家级自然保护区 (Zhalong NNR),2025-06-05 09:25,47.2009117,124.23813,3,CN-23,S247691450
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"Tacheng, Qoqek CN-Xinjiang Uygur Zizhiqu (46.5095,82.8185)",2025-06-05 09:58,46.50951,82.818508,2,CN-65,S246829636
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,颐和园 (Summer Palace),2025-06-05 15:45,39.9926986,116.272333,2,CN-11,S246891819
gragoo,灰雁 (Graylag Goose),Anser anser,孤山 (Gushan Park),2025-06-05 16:19,30.251359,120.1427186,1,CN-33,S246861074
gragoo,灰雁 (Graylag Goose),Anser anser,"162团5连未名水库, 塔城地区 (Yiliu'Er Tuanchang Nongwulian, Tacheng Prefecture)",2025-06-05 18:50,46.507373,82.806771,3,CN-65,S246961374
gragoo,灰雁 (Graylag Goose),Anser anser,"塔城地区, 新疆维吾尔自治区, CN (46.842, 84.355)",2025-06-06 06:21,46.8417477,84.3552128,5,CN-65,S247190267
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,岗什卡 (Gangshika),2025-06-06 08:00,37.6866963,101.4513143,10,CN-63,S247165950
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花湖 (Flower Lake),2025-06-06 09:33,33.9145052,102.8158266,15,CN-51,S247187727
gragoo,灰雁 (Graylag Goose),Anser anser,花湖 (Flower Lake),2025-06-06 09:33,33.9145052,102.8158266,50,CN-51,S247187727
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-06-07 07:44,40.007867,116.3006421,0,CN-11,S247510917
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,隆宝国家级自然保护区 (Longbao NNR),2025-06-07 09:29,33.1998989,96.5299215,120,CN-63,S247510878
gragoo,灰雁 (Graylag Goose),Anser anser,"锡尼河西苏木, 呼伦贝尔市 CN-内蒙古自治区 (48.8320,119.2335)",2025-06-07 10:30,48.831989,119.233452,0,CN-15,S247864674
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"锡尼河西苏木, 呼伦贝尔市 CN-内蒙古自治区 (48.8320,119.2335)",2025-06-07 10:30,48.831989,119.233452,0,CN-15,S247864674
